Daerah,Tahun,Bulan,Produksi (Ton)
Kabupaten Malang,2020,April,26997.73
Kabupaten Malang,2020,Mei,45943.72
Kabupaten Malang,2020,Juni,36566.85
Kabupaten Malang,2020,Juli,18664.26
Kabupaten Malang,2020,Agustus,20864.05
Kabupaten Malang,2020,September,22100.15
Kabupaten Malang,2020,Oktober,23719.8
Kabupaten Malang,2020,November,17813.11
Kabupaten Malang,2020,Desember,12806.64
Kabupaten Malang,2021,Januari,16774.25
Kabupaten Malang,2021,Februari,19447.32
Kabupaten Malang,2021,Maret,28799.36
Kabupaten Malang,2021,April,40596.83
Kabupaten Malang,2021,Mei,27393.78
Kabupaten Malang,2021,Juni,24282.68
Kabupaten Malang,2021,Juli,29843.72
Kabupaten Malang,2021,Agustus,27731.94
Kabupaten Malang,2021,September,13416.69
Kabupaten Malang,2021,Oktober,18229.67
Kabupaten Malang,2021,November,13864.58
Kabupaten Malang,2021,Desember,12977.79
Kabupaten Malang,2022,Januari,26206.97
Kabupaten Malang,2022,Februari,10378.24
Kabupaten Malang,2022,Maret,31248.4
Kabupaten Malang,2022,April,42413.56
Kabupaten Malang,2022,Mei,30193.41
Kabupaten Malang,2022,Juni,21052.72
Kabupaten Malang,2022,Juli,21043.0
Kabupaten Malang,2022,Agustus,19820.58
Kabupaten Malang,2022,September,17482.64
Kabupaten Malang,2022,Oktober,18584.99
Kabupaten Malang,2022,November,16926.94
Kabupaten Malang,2022,Desember,16255.33
Kabupaten Malang,2023,Januari,19480.42
Kabupaten Malang,2023,Februari,10412.11
Kabupaten Malang,2023,Maret,44844.59
Kabupaten Malang,2023,April,36961.54
Kabupaten Malang,2023,Mei,27504.44
Kabupaten Malang,2023,Juni,25265.81
Kabupaten Malang,2023,Juli,23177.8
Kabupaten Malang,2023,Agustus,15335.19
Kabupaten Malang,2023,September,21909.05
Kabupaten Malang,2023,Oktober,22216.84
Kabupaten Malang,2023,November,18155.59
Kabupaten Malang,2023,Desember,14102.53
Kabupaten Malang,2024,Januari,18784.59
Kabupaten Malang,2024,Februari,10053.4
Kabupaten Malang,2024,Maret,13639.15
Kabupaten Malang,2024,April,23956.37
Kabupaten Malang,2024,Mei,39240.68
Kabupaten Malang,2024,Juni,40303.9
Kabupaten Malang,2024,Juli,27318.54
Kabupaten Malang,2024,Agustus,13516.88
Kabupaten Malang,2024,September,11616.02
Kabupaten Malang,2024,Oktober,20183.79
Kabupaten Malang,2024,November,20588.58
Kabupaten Malang,2024,Desember,15591.82
Kabupaten Mojokerto,2018,Januari,4221.65
Kabupaten Mojokerto,2018,Februari,25536.87
Kabupaten Mojokerto,2018,Maret,58304.2
Kabupaten Mojokerto,2018,April,57650.16
Kabupaten Mojokerto,2018,Mei,26008.64
Kabupaten Mojokerto,2018,Juni,18900.83
Kabupaten Mojokerto,2018,Juli,41032.67
Kabupaten Mojokerto,2018,Agustus,36382.95
Kabupaten Mojokerto,2018,September,22751.11
Kabupaten Mojokerto,2018,Oktober,6613.62
Kabupaten Mojokerto,2018,November,8915.76
Kabupaten Mojokerto,2018,Desember,11555.39
Kabupaten Mojokerto,2019,Januari,11537.67
Kabupaten Mojokerto,2019,Februari,10392.84
Kabupaten Mojokerto,2019,Maret,73124.7
Kabupaten Mojokerto,2019,April,74136.67
Kabupaten Mojokerto,2019,Mei,27264.05
Kabupaten Mojokerto,2019,Juni,20851.79
Kabupaten Mojokerto,2019,Juli,35020.89
Kabupaten Mojokerto,2019,Agustus,37609.36
Kabupaten Mojokerto,2019,September,25099.58
Kabupaten Mojokerto,2019,Oktober,10347.94
Kabupaten Mojokerto,2019,November,7828.24
Kabupaten Mojokerto,2019,Desember,6542.15
Kabupaten Mojokerto,2020,Januari,11972.37
Kabupaten Mojokerto,2020,Februari,12549.56
Kabupaten Mojokerto,2020,Maret,12974.64
Kabupaten Mojokerto,2020,April,103992.37
Kabupaten Mojokerto,2020,Mei,28635.43
Kabupaten Mojokerto,2020,Juni,16267.08
Kabupaten Mojokerto,2020,Juli,36969.37
Kabupaten Mojokerto,2020,Agustus,37782.7
Kabupaten Mojokerto,2020,September,23247.1
Kabupaten Mojokerto,2020,Oktober,13382.65
Kabupaten Mojokerto,2020,November,10693.19
Kabupaten Mojokerto,2020,Desember,4219.91
Kabupaten Mojokerto,2021,Januari,9386.61
Kabupaten Mojokerto,2021,Februari,1609.37
Kabupaten Mojokerto,2021,Maret,46376.26
Kabupaten Mojokerto,2021,April,76140.2
Kabupaten Mojokerto,2021,Mei,32724.87
Kabupaten Mojokerto,2021,Juni,16083.69
Kabupaten Mojokerto,2021,Juli,37453.05
Kabupaten Mojokerto,2021,Agustus,27927.45
Kabupaten Mojokerto,2021,September,15313.33
Kabupaten Mojokerto,2021,Oktober,17876.76
Kabupaten Mojokerto,2021,November,10129.97
Kabupaten Mojokerto,2021,Desember,6020.76
Kabupaten Mojokerto,2022,Januari,5459.45
Kabupaten Mojokerto,2022,Februari,17142.15
Kabupaten Mojokerto,2022,Maret,45864.99
Kabupaten Mojokerto,2022,April,69622.59
Kabupaten Mojokerto,2022,Mei,26522.39
Kabupaten Mojokerto,2022,Juni,22588.47
Kabupaten Mojokerto,2022,Juli,24030.68
Kabupaten Mojokerto,2022,Agustus,27236.44
Kabupaten Mojokerto,2022,September,15397.86
Kabupaten Mojokerto,2022,Oktober,13415.13
Kabupaten Mojokerto,2022,November,5033.78
Kabupaten Mojokerto,2022,Desember,9515.48
Kabupaten Mojokerto,2023,Januari,8158.9
Kabupaten Mojokerto,2023,Februari,28759.8
Kabupaten Mojokerto,2023,Maret,47996.69
Kabupaten Mojokerto,2023,April,48971.98
Kabupaten Mojokerto,2023,Mei,36818.84
Kabupaten Mojokerto,2023,Juni,26716.53
Kabupaten Mojokerto,2023,Juli,26367.89
Kabupaten Mojokerto,2023,Agustus,29606.56
Kabupaten Mojokerto,2023,September,18056.27
Kabupaten Mojokerto,2023,Oktober,14145.09
Kabupaten Mojokerto,2023,November,8887.86
Kabupaten Mojokerto,2023,Desember,8404.34
Kabupaten Mojokerto,2024,Januari,5887.05
Kabupaten Mojokerto,2024,Februari,4550.0
Kabupaten Mojokerto,2024,Maret,30494.51
Kabupaten Mojokerto,2024,April,84210.96
Kabupaten Mojokerto,2024,Mei,37615.43
Kabupaten Mojokerto,2024,Juni,13562.47
Kabupaten Mojokerto,2024,Juli,20940.04
Kabupaten Mojokerto,2024,Agustus,26126.3
Kabupaten Mojokerto,2024,September,29874.27
Kabupaten Mojokerto,2024,Oktober,17472.17
Kabupaten Mojokerto,2024,November,10453.47
Kabupaten Mojokerto,2024,Desember,4527.77
Kabupaten Nganjuk,2018,Januari,1747.06
Kabupaten Nganjuk,2018,Februari,32371.45
Kabupaten Nganjuk,2018,Maret,127141.72
Kabupaten Nganjuk,2018,April,41488.96
Kabupaten Nganjuk,2018,Mei,7848.62
Kabupaten Nganjuk,2018,Juni,55957.96
Kabupaten Nganjuk,2018,Juli,73602.51
Kabupaten Nganjuk,2018,Agustus,9438.41
Kabupaten Nganjuk,2018,September,13907.9
Kabupaten Nganjuk,2018,Oktober,10970.72
Kabupaten Nganjuk,2018,November,16130.39
Kabupaten Nganjuk,2018,Desember,4779.42
Kabupaten Nganjuk,2019,Januari,10599.54
Kabupaten Nganjuk,2019,Februari,14562.77
Kabupaten Nganjuk,2019,Maret,111775.0
Kabupaten Nganjuk,2019,April,63369.96
Kabupaten Nganjuk,2019,Mei,24190.39
Kabupaten Nganjuk,2019,Juni,41513.81
Kabupaten Nganjuk,2019,Juli,75452.17
Kabupaten Nganjuk,2019,Agustus,14967.47
Kabupaten Nganjuk,2019,September,13078.26
Kabupaten Nganjuk,2019,Oktober,9841.12
Kabupaten Nganjuk,2019,November,16005.27
Kabupaten Nganjuk,2019,Desember,4489.92
Kabupaten Nganjuk,2020,Januari,8134.94
Kabupaten Nganjuk,2020,Februari,15133.16
Kabupaten Nganjuk,2020,Maret,108599.02
Kabupaten Nganjuk,2020,April,81998.34
Kabupaten Nganjuk,2020,Mei,26727.57
Kabupaten Nganjuk,2020,Juni,30001.39
Kabupaten Nganjuk,2020,Juli,87799.78
Kabupaten Nganjuk,2020,Agustus,24722.41
Kabupaten Nganjuk,2020,September,11599.68
Kabupaten Nganjuk,2020,Oktober,13896.29
Kabupaten Nganjuk,2020,November,19477.53
Kabupaten Nganjuk,2020,Desember,8793.94
Kabupaten Nganjuk,2021,Januari,8321.07
Kabupaten Nganjuk,2021,Februari,19717.34
Kabupaten Nganjuk,2021,Maret,119196.59
Kabupaten Nganjuk,2021,April,74521.84
Kabupaten Nganjuk,2021,Mei,11534.71
Kabupaten Nganjuk,2021,Juni,43806.17
Kabupaten Nganjuk,2021,Juli,83622.96
Kabupaten Nganjuk,2021,Agustus,15258.85
Kabupaten Nganjuk,2021,September,13048.98
Kabupaten Nganjuk,2021,Oktober,14417.27
Kabupaten Nganjuk,2021,November,18373.44
Kabupaten Nganjuk,2021,Desember,7491.79
Kabupaten Nganjuk,2022,Januari,6549.39
Kabupaten Nganjuk,2022,Februari,18028.09
Kabupaten Nganjuk,2022,Maret,109981.07
Kabupaten Nganjuk,2022,April,64400.31
Kabupaten Nganjuk,2022,Mei,8352.44
Kabupaten Nganjuk,2022,Juni,38569.55
Kabupaten Nganjuk,2022,Juli,65424.17
Kabupaten Nganjuk,2022,Agustus,15950.43
Kabupaten Nganjuk,2022,September,11018.52
Kabupaten Nganjuk,2022,Oktober,10678.05
Kabupaten Nganjuk,2022,November,15635.65
Kabupaten Nganjuk,2022,Desember,11888.76
Kabupaten Nganjuk,2023,Januari,11374.57
Kabupaten Nganjuk,2023,Februari,17146.35
Kabupaten Nganjuk,2023,Maret,124582.85
Kabupaten Nganjuk,2023,April,59784.14
Kabupaten Nganjuk,2023,Mei,14696.76
Kabupaten Nganjuk,2023,Juni,56735.11
Kabupaten Nganjuk,2023,Juli,68561.17
Kabupaten Nganjuk,2023,Agustus,14445.31
Kabupaten Nganjuk,2023,September,13345.63
Kabupaten Nganjuk,2023,Oktober,12559.14
Kabupaten Nganjuk,2023,November,15745.67
Kabupaten Nganjuk,2023,Desember,9119.41
Kabupaten Nganjuk,2024,Januari,4618.13
Kabupaten Nganjuk,2024,Februari,10439.49
Kabupaten Nganjuk,2024,Maret,94036.73
Kabupaten Nganjuk,2024,April,81859.09
Kabupaten Nganjuk,2024,Mei,26437.0
Kabupaten Nganjuk,2024,Juni,33226.75
Kabupaten Nganjuk,2024,Juli,70442.03
Kabupaten Nganjuk,2024,Agustus,24121.45
Kabupaten Nganjuk,2024,September,13089.81
Kabupaten Nganjuk,2024,Oktober,15992.92
Kabupaten Nganjuk,2024,November,17652.48
Kabupaten Nganjuk,2024,Desember,13059.21
Kabupaten Ngawi,2018,Januari,6802.98
Kabupaten Ngawi,2018,Februari,109542.01
Kabupaten Ngawi,2018,Maret,119519.34
Kabupaten Ngawi,2018,April,22503.72
Kabupaten Ngawi,2018,Mei,26324.0
Kabupaten Ngawi,2018,Juni,125826.01
Kabupaten Ngawi,2018,Juli,97148.61
Kabupaten Ngawi,2018,Agustus,23686.31
Kabupaten Ngawi,2018,September,23755.02
Kabupaten Ngawi,2018,Oktober,94152.88
Kabupaten Ngawi,2018,November,79261.68
Kabupaten Ngawi,2018,Desember,18240.04
Kabupaten Ngawi,2019,Januari,10484.94
Kabupaten Ngawi,2019,Februari,53932.03
Kabupaten Ngawi,2019,Maret,186344.19
Kabupaten Ngawi,2019,April,33460.56
Kabupaten Ngawi,2019,Mei,17346.31
Kabupaten Ngawi,2019,Juni,115147.64
Kabupaten Ngawi,2019,Juli,117077.85
Kabupaten Ngawi,2019,Agustus,21583.92
Kabupaten Ngawi,2019,September,17756.72
Kabupaten Ngawi,2019,Oktober,74541.46
Kabupaten Ngawi,2019,November,101192.5
Kabupaten Ngawi,2019,Desember,28322.24
Kabupaten Ngawi,2020,Januari,7564.73
Kabupaten Ngawi,2020,Februari,27350.93
Kabupaten Ngawi,2020,Maret,216342.48
Kabupaten Ngawi,2020,April,46406.85
Kabupaten Ngawi,2020,Mei,8079.76
Kabupaten Ngawi,2020,Juni,53091.68
Kabupaten Ngawi,2020,Juli,185518.77
Kabupaten Ngawi,2020,Agustus,34749.66
Kabupaten Ngawi,2020,September,4286.08
Kabupaten Ngawi,2020,Oktober,54349.92
Kabupaten Ngawi,2020,November,164079.43
Kabupaten Ngawi,2020,Desember,35952.86
Kabupaten Ngawi,2021,Januari,4448.31
Kabupaten Ngawi,2021,Februari,36572.31
Kabupaten Ngawi,2021,Maret,182606.32
Kabupaten Ngawi,2021,April,48776.05
Kabupaten Ngawi,2021,Mei,9294.24
Kabupaten Ngawi,2021,Juni,60280.26
Kabupaten Ngawi,2021,Juli,167253.37
Kabupaten Ngawi,2021,Agustus,32254.39
Kabupaten Ngawi,2021,September,3880.68
Kabupaten Ngawi,2021,Oktober,67235.52
Kabupaten Ngawi,2021,November,132677.47
Kabupaten Ngawi,2021,Desember,41196.73
Kabupaten Ngawi,2022,Januari,5184.08
Kabupaten Ngawi,2022,Februari,37705.42
Kabupaten Ngawi,2022,Maret,161888.54
Kabupaten Ngawi,2022,April,72821.87
Kabupaten Ngawi,2022,Mei,6447.01
Kabupaten Ngawi,2022,Juni,52579.48
Kabupaten Ngawi,2022,Juli,148533.65
Kabupaten Ngawi,2022,Agustus,42046.51
Kabupaten Ngawi,2022,September,5947.46
Kabupaten Ngawi,2022,Oktober,36289.56
Kabupaten Ngawi,2022,November,133000.33
Kabupaten Ngawi,2022,Desember,53495.04
Kabupaten Ngawi,2023,Januari,9238.74
Kabupaten Ngawi,2023,Februari,12573.66
Kabupaten Ngawi,2023,Maret,168875.14
Kabupaten Ngawi,2023,April,76167.68
Kabupaten Ngawi,2023,Mei,13985.88
Kabupaten Ngawi,2023,Juni,33955.28
Kabupaten Ngawi,2023,Juli,142225.58
Kabupaten Ngawi,2023,Agustus,74862.19
Kabupaten Ngawi,2023,September,9963.7
Kabupaten Ngawi,2023,Oktober,19450.39
Kabupaten Ngawi,2023,November,121420.55
Kabupaten Ngawi,2023,Desember,88532.58
Kabupaten Ngawi,2024,Januari,12826.55
Kabupaten Ngawi,2024,Februari,10676.27
Kabupaten Ngawi,2024,Maret,117677.47
Kabupaten Ngawi,2024,April,129355.53
Kabupaten Ngawi,2024,Mei,15742.03
Kabupaten Ngawi,2024,Juni,25367.63
Kabupaten Ngawi,2024,Juli,125246.82
Kabupaten Ngawi,2024,Agustus,103869.41
Kabupaten Ngawi,2024,September,26537.08
Kabupaten Ngawi,2024,Oktober,28967.56
Kabupaten Ngawi,2024,November,101852.09
Kabupaten Ngawi,2024,Desember,67585.09
Kabupaten Pacitan,2018,Januari,3113.91
Kabupaten Pacitan,2018,Februari,9298.99
Kabupaten Pacitan,2018,Maret,22928.59
Kabupaten Pacitan,2018,April,12468.81
Kabupaten Pacitan,2018,Mei,7102.87
Kabupaten Pacitan,2018,Juni,9847.13
Kabupaten Pacitan,2018,Juli,13351.29
Kabupaten Pacitan,2018,Agustus,5124.13
Kabupaten Pacitan,2018,September,2533.14
Kabupaten Pacitan,2018,Oktober,1927.78
Kabupaten Pacitan,2018,November,772.21
Kabupaten Pacitan,2018,Desember,1215.59
Kabupaten Pacitan,2019,Januari,6714.19
Kabupaten Pacitan,2019,Februari,12153.75
Kabupaten Pacitan,2019,Maret,29977.89
Kabupaten Pacitan,2019,April,14779.22
Kabupaten Pacitan,2019,Mei,5124.43
Kabupaten Pacitan,2019,Juni,5233.98
Kabupaten Pacitan,2019,Juli,10507.29
Kabupaten Pacitan,2019,Agustus,4483.32
Kabupaten Pacitan,2019,September,475.37
Kabupaten Pacitan,2019,Oktober,517.33
Kabupaten Pacitan,2019,November,1488.96
Kabupaten Pacitan,2019,Desember,485.93
Kabupaten Pacitan,2020,Januari,157.82
Kabupaten Pacitan,2020,Februari,2748.34
Kabupaten Pacitan,2020,Maret,3585.16
Kabupaten Pacitan,2020,April,36544.03
Kabupaten Pacitan,2020,Mei,12084.42
Kabupaten Pacitan,2020,Juni,5084.02
Kabupaten Pacitan,2020,Juli,5480.04
Kabupaten Pacitan,2020,Agustus,9975.33
Kabupaten Pacitan,2020,September,2673.08
Kabupaten Pacitan,2020,Oktober,2507.78
Kabupaten Pacitan,2020,November,1067.66
Kabupaten Pacitan,2020,Desember,2033.22
Kabupaten Pacitan,2021,Januari,2359.12
Kabupaten Pacitan,2021,Februari,16374.32
Kabupaten Pacitan,2021,Maret,25093.73
Kabupaten Pacitan,2021,April,8038.47
Kabupaten Pacitan,2021,Mei,6590.39
Kabupaten Pacitan,2021,Juni,9046.42
Kabupaten Pacitan,2021,Juli,11213.13
Kabupaten Pacitan,2021,Agustus,1424.31
Kabupaten Pacitan,2021,September,1712.19
Kabupaten Pacitan,2021,Oktober,1069.71
Kabupaten Pacitan,2021,November,4548.93
Kabupaten Pacitan,2021,Desember,645.85
Kabupaten Pacitan,2022,Januari,128.68
Kabupaten Pacitan,2022,Februari,13351.15
Kabupaten Pacitan,2022,Maret,28860.17
Kabupaten Pacitan,2022,April,11659.81
Kabupaten Pacitan,2022,Mei,5065.52
Kabupaten Pacitan,2022,Juni,8810.05
Kabupaten Pacitan,2022,Juli,11470.02
Kabupaten Pacitan,2022,Agustus,2806.76
Kabupaten Pacitan,2022,September,2134.27
Kabupaten Pacitan,2022,Oktober,1779.26
Kabupaten Pacitan,2022,November,3984.2
Kabupaten Pacitan,2022,Desember,378.32
Kabupaten Pacitan,2023,Januari,1970.51
Kabupaten Pacitan,2023,Februari,17220.75
Kabupaten Pacitan,2023,Maret,25014.4
Kabupaten Pacitan,2023,April,10312.46
Kabupaten Pacitan,2023,Mei,2914.51
Kabupaten Pacitan,2023,Juni,13100.51
Kabupaten Pacitan,2023,Juli,9959.72
Kabupaten Pacitan,2023,Agustus,4590.77
Kabupaten Pacitan,2023,September,1107.08
Kabupaten Pacitan,2023,Oktober,758.3
Kabupaten Pacitan,2023,November,3584.29
Kabupaten Pacitan,2023,Desember,2459.34
Kabupaten Pacitan,2024,Januari,321.31
Kabupaten Pacitan,2024,Februari,226.47
Kabupaten Pacitan,2024,Maret,10901.71
Kabupaten Pacitan,2024,April,24184.8
Kabupaten Pacitan,2024,Mei,16062.1
Kabupaten Pacitan,2024,Juni,3167.94
Kabupaten Pacitan,2024,Juli,2024.01
Kabupaten Pacitan,2024,Agustus,7074.23
Kabupaten Pacitan,2024,September,2274.74
Kabupaten Pacitan,2024,Oktober,1048.04
Kabupaten Pacitan,2024,November,376.7
Kabupaten Pacitan,2024,Desember,1988.93
Kabupaten Pamekasan,2018,Januari,0.0
Kabupaten Pamekasan,2018,Februari,15625.1
Kabupaten Pamekasan,2018,Maret,68750.07
Kabupaten Pamekasan,2018,April,17610.25
Kabupaten Pamekasan,2018,Mei,630.98
Kabupaten Pamekasan,2018,Juni,4152.94
Kabupaten Pamekasan,2018,Juli,1018.21
Kabupaten Pamekasan,2018,Agustus,1484.05
Kabupaten Pamekasan,2018,September,2685.06
Kabupaten Pamekasan,2018,Oktober,1316.64
Kabupaten Pamekasan,2018,November,906.16
Kabupaten Pamekasan,2018,Desember,0.0
Kabupaten Pamekasan,2019,Januari,0.0
Kabupaten Pamekasan,2019,Februari,5035.1
Kabupaten Pamekasan,2019,Maret,49671.49
Kabupaten Pamekasan,2019,April,29404.68
Kabupaten Pamekasan,2019,Mei,1045.14
Kabupaten Pamekasan,2019,Juni,1906.63
Kabupaten Pamekasan,2019,Juli,2623.05
Kabupaten Pamekasan,2019,Agustus,329.41
Kabupaten Pamekasan,2019,September,159.3
Kabupaten Pamekasan,2019,Oktober,188.13
Kabupaten Pamekasan,2019,November,559.01
Kabupaten Pamekasan,2019,Desember,391.38
Kabupaten Pamekasan,2020,Januari,142.22
Kabupaten Pamekasan,2020,Februari,578.69
Kabupaten Pamekasan,2020,Maret,6307.08
Kabupaten Pamekasan,2020,April,73429.06
Kabupaten Pamekasan,2020,Mei,16509.59
Kabupaten Pamekasan,2020,Juni,1152.46
Kabupaten Pamekasan,2020,Juli,1187.77
Kabupaten Pamekasan,2020,Agustus,382.65
Kabupaten Pamekasan,2020,September,1031.49
Kabupaten Pamekasan,2020,Oktober,153.33
Kabupaten Pamekasan,2020,November,451.66
Kabupaten Pamekasan,2020,Desember,501.44
Kabupaten Pamekasan,2021,Januari,420.72
Kabupaten Pamekasan,2021,Februari,4697.02
Kabupaten Pamekasan,2021,Maret,76685.19
Kabupaten Pamekasan,2021,April,11065.64
Kabupaten Pamekasan,2021,Mei,1180.66
Kabupaten Pamekasan,2021,Juni,376.97
Kabupaten Pamekasan,2021,Juli,1721.34
Kabupaten Pamekasan,2021,Agustus,257.73
Kabupaten Pamekasan,2021,September,152.08
Kabupaten Pamekasan,2021,Oktober,166.62
Kabupaten Pamekasan,2021,November,0.0
Kabupaten Pamekasan,2021,Desember,0.0
Kabupaten Pamekasan,2022,Januari,0.0
Kabupaten Pamekasan,2022,Februari,5354.67
Kabupaten Pamekasan,2022,Maret,90218.87
Kabupaten Pamekasan,2022,April,5128.61
Kabupaten Pamekasan,2022,Mei,75.75
Kabupaten Pamekasan,2022,Juni,1405.45
Kabupaten Pamekasan,2022,Juli,1116.24
Kabupaten Pamekasan,2022,Agustus,433.44
Kabupaten Pamekasan,2022,September,3915.68
Kabupaten Pamekasan,2022,Oktober,0.0
Kabupaten Pamekasan,2022,November,0.0
Kabupaten Pamekasan,2022,Desember,0.0
Kabupaten Pamekasan,2023,Januari,167.04
Kabupaten Pamekasan,2023,Februari,17887.31
Kabupaten Pamekasan,2023,Maret,84336.61
Kabupaten Pamekasan,2023,April,2207.94
Kabupaten Pamekasan,2023,Mei,321.31
Kabupaten Pamekasan,2023,Juni,2137.7
Kabupaten Pamekasan,2023,Juli,0.0
Kabupaten Pamekasan,2023,Agustus,1278.11
Kabupaten Pamekasan,2023,September,0.0
Kabupaten Pamekasan,2023,Oktober,147.12
Kabupaten Pamekasan,2023,November,0.0
Kabupaten Pamekasan,2023,Desember,0.0
Kabupaten Pamekasan,2024,Januari,0.0
Kabupaten Pamekasan,2024,Februari,0.0
Kabupaten Pamekasan,2024,Maret,17754.96
Kabupaten Pamekasan,2024,April,73742.2
Kabupaten Pamekasan,2024,Mei,9261.51
Kabupaten Pamekasan,2024,Juni,309.58
Kabupaten Pamekasan,2024,Juli,419.71
Kabupaten Pamekasan,2024,Agustus,0.0
Kabupaten Pamekasan,2024,September,5.92
Kabupaten Pamekasan,2024,Oktober,0.0
Kabupaten Pamekasan,2024,November,6.26
Kabupaten Pamekasan,2024,Desember,1.28
Kabupaten Pasuruan,2018,Januari,14519.62
Kabupaten Pasuruan,2018,Februari,13649.11
Kabupaten Pasuruan,2018,Maret,27413.51
Kabupaten Pasuruan,2018,April,59298.9
Kabupaten Pasuruan,2018,Mei,33119.09
Kabupaten Pasuruan,2018,Juni,14856.06
Kabupaten Pasuruan,2018,Juli,27140.07
Kabupaten Pasuruan,2018,Agustus,38676.31
Kabupaten Pasuruan,2018,September,20404.6
Kabupaten Pasuruan,2018,Oktober,19241.56
Kabupaten Pasuruan,2018,November,17319.64
Kabupaten Pasuruan,2018,Desember,16828.02
Kabupaten Pasuruan,2019,Januari,17441.8
Kabupaten Pasuruan,2019,Februari,11672.32
Kabupaten Pasuruan,2019,Maret,22051.7
Kabupaten Pasuruan,2019,April,55680.27
Kabupaten Pasuruan,2019,Mei,31136.33
Kabupaten Pasuruan,2019,Juni,14802.12
Kabupaten Pasuruan,2019,Juli,18759.13
Kabupaten Pasuruan,2019,Agustus,29401.37
Kabupaten Pasuruan,2019,September,21661.59
Kabupaten Pasuruan,2019,Oktober,15323.09
Kabupaten Pasuruan,2019,November,18972.72
Kabupaten Pasuruan,2019,Desember,12560.61
Kabupaten Pasuruan,2020,Januari,19547.03
Kabupaten Pasuruan,2020,Februari,12181.82
Kabupaten Pasuruan,2020,Maret,10090.33
Kabupaten Pasuruan,2020,April,55022.37
Kabupaten Pasuruan,2020,Mei,46289.91
Kabupaten Pasuruan,2020,Juni,20593.72
Kabupaten Pasuruan,2020,Juli,10166.84
Kabupaten Pasuruan,2020,Agustus,31918.0
Kabupaten Pasuruan,2020,September,25044.36
Kabupaten Pasuruan,2020,Oktober,21529.78
Kabupaten Pasuruan,2020,November,13386.56
Kabupaten Pasuruan,2020,Desember,7165.55
Kabupaten Pasuruan,2021,Januari,18989.39
Kabupaten Pasuruan,2021,Februari,15400.81
Kabupaten Pasuruan,2021,Maret,18352.75
Kabupaten Pasuruan,2021,April,44447.7
Kabupaten Pasuruan,2021,Mei,32103.41
Kabupaten Pasuruan,2021,Juni,23007.03
Kabupaten Pasuruan,2021,Juli,17807.84
Kabupaten Pasuruan,2021,Agustus,20729.53
Kabupaten Pasuruan,2021,September,19917.06
Kabupaten Pasuruan,2021,Oktober,22905.38
Kabupaten Pasuruan,2021,November,18128.38
Kabupaten Pasuruan,2021,Desember,13161.5
Kabupaten Pasuruan,2022,Januari,10203.18
Kabupaten Pasuruan,2022,Februari,9892.04
Kabupaten Pasuruan,2022,Maret,37988.5
Kabupaten Pasuruan,2022,April,37700.84
Kabupaten Pasuruan,2022,Mei,29040.49
Kabupaten Pasuruan,2022,Juni,11449.71
Kabupaten Pasuruan,2022,Juli,31284.68
Kabupaten Pasuruan,2022,Agustus,15668.85
Kabupaten Pasuruan,2022,September,18445.11
Kabupaten Pasuruan,2022,Oktober,14909.38
Kabupaten Pasuruan,2022,November,16997.61
Kabupaten Pasuruan,2022,Desember,13675.33
Kabupaten Pasuruan,2023,Januari,12957.94
Kabupaten Pasuruan,2023,Februari,10077.1
Kabupaten Pasuruan,2023,Maret,38941.4
Kabupaten Pasuruan,2023,April,29402.12
Kabupaten Pasuruan,2023,Mei,33248.85
Kabupaten Pasuruan,2023,Juni,15669.81
Kabupaten Pasuruan,2023,Juli,28540.62
Kabupaten Pasuruan,2023,Agustus,18621.32
Kabupaten Pasuruan,2023,September,24326.81
Kabupaten Pasuruan,2023,Oktober,20010.42
Kabupaten Pasuruan,2023,November,16280.27
Kabupaten Pasuruan,2023,Desember,11985.28
Kabupaten Pasuruan,2024,Januari,15120.54
Kabupaten Pasuruan,2024,Februari,15783.65
Kabupaten Pasuruan,2024,Maret,24699.04
Kabupaten Pasuruan,2024,April,51311.51
Kabupaten Pasuruan,2024,Mei,32116.28
Kabupaten Pasuruan,2024,Juni,19310.0
Kabupaten Pasuruan,2024,Juli,19823.33
Kabupaten Pasuruan,2024,Agustus,24818.76
Kabupaten Pasuruan,2024,September,19596.96
Kabupaten Pasuruan,2024,Oktober,21933.49
Kabupaten Pasuruan,2024,November,22712.57
Kabupaten Pasuruan,2024,Desember,10128.38
Kabupaten Ponorogo,2018,Januari,202.2
Kabupaten Ponorogo,2018,Februari,4092.37
Kabupaten Ponorogo,2018,Maret,84787.64
Kabupaten Ponorogo,2018,April,85947.48
Kabupaten Ponorogo,2018,Mei,1728.29
Kabupaten Ponorogo,2018,Juni,19686.87
Kabupaten Ponorogo,2018,Juli,91559.34
Kabupaten Ponorogo,2018,Agustus,31102.38
Kabupaten Ponorogo,2018,September,5985.77
Kabupaten Ponorogo,2018,Oktober,1291.15
Kabupaten Ponorogo,2018,November,7586.17
Kabupaten Ponorogo,2018,Desember,43293.52
Kabupaten Ponorogo,2019,Januari,8211.96
Kabupaten Ponorogo,2019,Februari,4235.64
Kabupaten Ponorogo,2019,Maret,49222.47
Kabupaten Ponorogo,2019,April,95494.03
Kabupaten Ponorogo,2019,Mei,16975.96
Kabupaten Ponorogo,2019,Juni,7896.26
Kabupaten Ponorogo,2019,Juli,61478.44
Kabupaten Ponorogo,2019,Agustus,48982.81
Kabupaten Ponorogo,2019,September,9070.65
